X1,Y1,Frames,ONX1,ONY1,Frames2
85.602,329.9,2655,NaN,NaN,2655
85.602,329.9,2656,NaN,NaN,2656
85.602,329.9,2657,NaN,NaN,2657
85.602,329.9,2658,NaN,NaN,2658
85.596,329.83,2659,NaN,NaN,2659
85.596,329.83,2660,NaN,NaN,2660
85.596,329.83,2661,NaN,NaN,2661
85.596,329.83,2662,NaN,NaN,2662
85.596,329.83,2663,NaN,NaN,2663
85.596,329.83,2664,NaN,NaN,2664
85.614,329.72,2665,NaN,NaN,2665
85.614,329.72,2666,NaN,NaN,2666
85.614,329.72,2667,NaN,NaN,2667
85.667,329.51,2668,NaN,NaN,2668
85.667,329.51,2669,NaN,NaN,2669
85.618,329.61,2670,NaN,NaN,2670
85.618,329.61,2671,NaN,NaN,2671
85.618,329.61,2672,NaN,NaN,2672
85.618,329.61,2673,NaN,NaN,2673
85.618,329.61,2674,NaN,NaN,2674
85.618,329.61,2675,NaN,NaN,2675
85.618,329.61,2676,NaN,NaN,2676
85.627,329.67,2677,NaN,NaN,2677
85.627,329.67,2678,NaN,NaN,2678
85.627,329.67,2679,NaN,NaN,2679
85.627,329.67,2680,NaN,NaN,2680
85.627,329.67,2681,NaN,NaN,2681
85.627,329.67,2682,NaN,NaN,2682
85.627,329.67,2683,NaN,NaN,2683
85.618,329.61,2684,NaN,NaN,2684
85.618,329.61,2685,NaN,NaN,2685
85.618,329.61,2686,NaN,NaN,2686
85.618,329.61,2687,NaN,NaN,2687
85.618,329.61,2688,NaN,NaN,2688
85.618,329.61,2689,NaN,NaN,2689
85.618,329.61,2690,NaN,NaN,2690
85.618,329.61,2691,NaN,NaN,2691
85.618,329.61,2692,NaN,NaN,2692
85.618,329.61,2693,NaN,NaN,2693
85.618,329.61,2694,NaN,NaN,2694
85.618,329.61,2695,NaN,NaN,2695
85.618,329.61,2696,NaN,NaN,2696
85.618,329.61,2697,NaN,NaN,2697
85.618,329.61,2698,NaN,NaN,2698
85.618,329.61,2699,NaN,NaN,2699
85.618,329.61,2700,NaN,NaN,2700
85.627,329.67,2701,NaN,NaN,2701
85.627,329.67,2702,NaN,NaN,2702
85.627,329.67,2703,NaN,NaN,2703
85.58,329.88,2704,NaN,NaN,2704
85.58,329.88,2705,NaN,NaN,2705
85.58,329.88,2706,NaN,NaN,2706
85.58,329.88,2707,NaN,NaN,2707
85.58,329.88,2708,NaN,NaN,2708
85.58,329.88,2709,NaN,NaN,2709
85.58,329.88,2710,NaN,NaN,2710
85.58,329.88,2711,NaN,NaN,2711
85.627,329.67,2712,NaN,NaN,2712
85.627,329.67,2713,NaN,NaN,2713
85.627,329.67,2714,NaN,NaN,2714
85.58,329.88,2715,NaN,NaN,2715
85.58,329.88,2716,NaN,NaN,2716
85.58,329.88,2717,NaN,NaN,2717
85.58,329.88,2718,NaN,NaN,2718
85.58,329.88,2719,NaN,NaN,2719
85.58,329.88,2720,NaN,NaN,2720
85.58,329.88,2721,NaN,NaN,2721
85.58,329.88,2722,NaN,NaN,2722
85.58,329.88,2723,NaN,NaN,2723
85.58,329.88,2724,NaN,NaN,2724
85.58,329.88,2725,NaN,NaN,2725
85.58,329.88,2726,NaN,NaN,2726
85.58,329.88,2727,NaN,NaN,2727
85.58,329.88,2728,NaN,NaN,2728
85.632,329.57,2729,NaN,NaN,2729
85.632,329.57,2730,NaN,NaN,2730
85.632,329.57,2731,NaN,NaN,2731
85.632,329.57,2732,NaN,NaN,2732
85.632,329.57,2733,NaN,NaN,2733
85.632,329.57,2734,NaN,NaN,2734
85.632,329.57,2735,NaN,NaN,2735
85.632,329.57,2736,NaN,NaN,2736
85.632,329.57,2737,NaN,NaN,2737
85.64,329.63,2738,NaN,NaN,2738
85.592,329.74,2739,NaN,NaN,2739
85.592,329.74,2740,NaN,NaN,2740
85.571,329.71,2741,NaN,NaN,2741
85.56,329.73,2742,NaN,NaN,2742
85.56,329.73,2743,NaN,NaN,2743
85.579,329.78,2744,NaN,NaN,2744
85.579,329.78,2745,NaN,NaN,2745
85.579,329.78,2746,NaN,NaN,2746
85.579,329.78,2747,NaN,NaN,2747
85.579,329.78,2748,NaN,NaN,2748
85.579,329.78,2749,NaN,NaN,2749
85.579,329.78,2750,NaN,NaN,2750
85.579,329.78,2751,NaN,NaN,2751
85.579,329.78,2752,NaN,NaN,2752
85.579,329.78,2753,NaN,NaN,2753
85.579,329.78,2754,NaN,NaN,2754
85.579,329.78,2755,NaN,NaN,2755
85.579,329.78,2756,NaN,NaN,2756
85.579,329.78,2757,NaN,NaN,2757
85.579,329.78,2758,NaN,NaN,2758
85.579,329.78,2759,NaN,NaN,2759
85.547,329.8,2760,NaN,NaN,2760
85.479,329.85,2761,NaN,NaN,2761
85.479,329.85,2762,NaN,NaN,2762
85.479,329.85,2763,NaN,NaN,2763
85.479,329.85,2764,NaN,NaN,2764
85.479,329.85,2765,NaN,NaN,2765
85.547,329.8,2766,NaN,NaN,2766
85.547,329.8,2767,NaN,NaN,2767
85.579,329.78,2768,NaN,NaN,2768
85.579,329.78,2769,NaN,NaN,2769
85.579,329.78,2770,NaN,NaN,2770
85.579,329.78,2771,NaN,NaN,2771
85.579,329.78,2772,NaN,NaN,2772
85.579,329.78,2773,NaN,NaN,2773
85.579,329.78,2774,NaN,NaN,2774
85.579,329.78,2775,NaN,NaN,2775
85.579,329.78,2776,NaN,NaN,2776
85.579,329.78,2777,NaN,NaN,2777
85.579,329.78,2778,NaN,NaN,2778
85.579,329.78,2779,NaN,NaN,2779
85.579,329.78,2780,NaN,NaN,2780
85.527,329.76,2781,NaN,NaN,2781
85.56,329.73,2782,NaN,NaN,2782
85.56,329.73,2783,NaN,NaN,2783
85.56,329.73,2784,NaN,NaN,2784
85.56,329.73,2785,NaN,NaN,2785
85.513,329.86,2786,NaN,NaN,2786
85.56,329.73,2787,NaN,NaN,2787
85.56,329.73,2788,NaN,NaN,2788
85.56,329.73,2789,NaN,NaN,2789
85.56,329.73,2790,NaN,NaN,2790
85.56,329.73,2791,NaN,NaN,2791
85.56,329.73,2792,NaN,NaN,2792
85.56,329.73,2793,NaN,NaN,2793
85.56,329.73,2794,NaN,NaN,2794
85.56,329.73,2795,NaN,NaN,2795
85.579,329.78,2796,NaN,NaN,2796
85.579,329.78,2797,NaN,NaN,2797
85.579,329.78,2798,NaN,NaN,2798
85.56,329.73,2799,NaN,NaN,2799
85.56,329.73,2800,NaN,NaN,2800
85.56,329.73,2801,NaN,NaN,2801
85.56,329.73,2802,NaN,NaN,2802
85.56,329.73,2803,NaN,NaN,2803
85.56,329.73,2804,NaN,NaN,2804
85.56,329.73,2805,NaN,NaN,2805
85.56,329.73,2806,NaN,NaN,2806
85.56,329.73,2807,NaN,NaN,2807
85.56,329.73,2808,NaN,NaN,2808
85.56,329.73,2809,NaN,NaN,2809
85.56,329.73,2810,NaN,NaN,2810
85.56,329.73,2811,NaN,NaN,2811
85.56,329.73,2812,NaN,NaN,2812
85.56,329.73,2813,NaN,NaN,2813
85.56,329.73,2814,NaN,NaN,2814
85.514,329.82,2815,NaN,NaN,2815
85.514,329.82,2816,NaN,NaN,2816
85.514,329.82,2817,NaN,NaN,2817
85.487,329.99,2818,NaN,NaN,2818
85.487,329.99,2819,NaN,NaN,2819
85.487,329.99,2820,NaN,NaN,2820
85.487,329.99,2821,NaN,NaN,2821
85.487,329.99,2822,NaN,NaN,2822
85.487,329.99,2823,NaN,NaN,2823
85.487,329.99,2824,NaN,NaN,2824
85.487,329.99,2825,NaN,NaN,2825
85.487,329.99,2826,NaN,NaN,2826
85.487,329.99,2827,NaN,NaN,2827
85.487,329.99,2828,NaN,NaN,2828
85.487,329.99,2829,NaN,NaN,2829
85.487,329.99,2830,NaN,NaN,2830
85.487,329.99,2831,NaN,NaN,2831
85.487,329.99,2832,NaN,NaN,2832
85.487,329.99,2833,NaN,NaN,2833
85.487,329.99,2834,NaN,NaN,2834
85.487,329.99,2835,NaN,NaN,2835
85.487,329.99,2836,NaN,NaN,2836
85.487,329.99,2837,NaN,NaN,2837
85.487,329.99,2838,NaN,NaN,2838
85.487,329.99,2839,NaN,NaN,2839
85.487,329.99,2840,NaN,NaN,2840
85.487,329.99,2841,NaN,NaN,2841
85.487,329.99,2842,NaN,NaN,2842
85.533,329.87,2843,NaN,NaN,2843
85.513,329.84,2844,NaN,NaN,2844
85.513,329.84,2845,NaN,NaN,2845
85.513,329.84,2846,NaN,NaN,2846
85.513,329.84,2847,NaN,NaN,2847
85.513,329.84,2848,NaN,NaN,2848
85.513,329.84,2849,NaN,NaN,2849
85.513,329.84,2850,NaN,NaN,2850
85.379,329.97,2851,NaN,NaN,2851
85.379,329.97,2852,NaN,NaN,2852
85.379,329.97,2853,NaN,NaN,2853
85.379,329.97,2854,NaN,NaN,2854
85.379,329.97,2855,NaN,NaN,2855
85.379,329.97,2856,NaN,NaN,2856
85.379,329.97,2857,NaN,NaN,2857
85.379,329.97,2858,NaN,NaN,2858
85.379,329.97,2859,NaN,NaN,2859
85.379,329.97,2860,NaN,NaN,2860
85.379,329.97,2861,NaN,NaN,2861
85.379,329.97,2862,NaN,NaN,2862
85.379,329.97,2863,NaN,NaN,2863
85.379,329.97,2864,NaN,NaN,2864
85.379,329.97,2865,NaN,NaN,2865
85.379,329.97,2866,NaN,NaN,2866
85.379,329.97,2867,NaN,NaN,2867
85.379,329.97,2868,NaN,NaN,2868
85.379,329.97,2869,NaN,NaN,2869
85.379,329.97,2870,NaN,NaN,2870
85.379,329.97,2871,NaN,NaN,2871
85.379,329.97,2872,NaN,NaN,2872
85.379,329.97,2873,NaN,NaN,2873
85.379,329.97,2874,NaN,NaN,2874
85.379,329.97,2875,NaN,NaN,2875
85.379,329.97,2876,NaN,NaN,2876
85.379,329.97,2877,NaN,NaN,2877
85.379,329.97,2878,NaN,NaN,2878
85.379,329.97,2879,NaN,NaN,2879
85.379,329.97,2880,NaN,NaN,2880
85.379,329.97,2881,NaN,NaN,2881
85.379,329.97,2882,NaN,NaN,2882
85.379,329.97,2883,NaN,NaN,2883
85.379,329.97,2884,NaN,NaN,2884
85.379,329.97,2885,NaN,NaN,2885
85.379,329.97,2886,NaN,NaN,2886
85.379,329.97,2887,NaN,NaN,2887
85.379,329.97,2888,NaN,NaN,2888
85.379,329.97,2889,NaN,NaN,2889
85.724,329.37,2890,NaN,NaN,2890
85.798,329.25,2891,NaN,NaN,2891
85.263,330.26,2892,NaN,NaN,2892
85.307,330.15,2893,NaN,NaN,2893
85.295,330.26,2894,NaN,NaN,2894
85.388,330.34,2895,NaN,NaN,2895
85.39,330.08,2896,NaN,NaN,2896
85.346,330.21,2897,NaN,NaN,2897
85.346,330.21,2898,NaN,NaN,2898
85.383,330.31,2899,NaN,NaN,2899
85.316,330.18,2900,NaN,NaN,2900
85.312,330.23,2901,NaN,NaN,2901
85.313,330.27,2902,NaN,NaN,2902
85.329,330.3,2903,NaN,NaN,2903
85.139,330.47,2904,NaN,NaN,2904
85.244,330.44,2905,NaN,NaN,2905
85.063,330.54,2906,NaN,NaN,2906
85.179,330.37,2907,NaN,NaN,2907
85.208,330.25,2908,NaN,NaN,2908
85.231,330.33,2909,NaN,NaN,2909
85.1,330.5,2910,NaN,NaN,2910
85.286,330.31,2911,NaN,NaN,2911
85.286,330.31,2912,NaN,NaN,2912
85.286,330.31,2913,NaN,NaN,2913
85.316,330.18,2914,NaN,NaN,2914
85.312,330.29,2915,NaN,NaN,2915
85.192,330.1,2916,NaN,NaN,2916
85.286,330.31,2917,NaN,NaN,2917
85.286,330.31,2918,NaN,NaN,2918
85.118,330.43,2919,NaN,NaN,2919
85.179,330.37,2920,NaN,NaN,2920
85.162,330.41,2921,NaN,NaN,2921
85.078,330.3,2922,NaN,NaN,2922
85.169,330.08,2923,NaN,NaN,2923
84.987,330.62,2924,NaN,NaN,2924
85.302,329.98,2925,NaN,NaN,2925
85.302,329.98,2926,NaN,NaN,2926
85.302,329.98,2927,NaN,NaN,2927
85.302,329.98,2928,NaN,NaN,2928
85.302,329.98,2929,NaN,NaN,2929
85.302,329.98,2930,NaN,NaN,2930
85.264,330.09,2931,NaN,NaN,2931
85.264,330.09,2932,NaN,NaN,2932
85.264,330.09,2933,NaN,NaN,2933
85.3,329.8,2934,NaN,NaN,2934
85.169,329.94,2935,NaN,NaN,2935
84.805,330.52,2936,NaN,NaN,2936
85.264,330.09,2937,NaN,NaN,2937
85.197,329.91,2938,NaN,NaN,2938
85.224,330.03,2939,NaN,NaN,2939
85.253,330.11,2940,NaN,NaN,2940
85.253,330.11,2941,NaN,NaN,2941
85.25,330.05,2942,NaN,NaN,2942
85.27,329.92,2943,NaN,NaN,2943
85.27,329.92,2944,NaN,NaN,2944
85.27,329.92,2945,NaN,NaN,2945
85.27,329.92,2946,NaN,NaN,2946
85.27,329.92,2947,NaN,NaN,2947
85.27,329.92,2948,NaN,NaN,2948
85.27,329.92,2949,NaN,NaN,2949
85.27,329.92,2950,NaN,NaN,2950
85.27,329.92,2951,NaN,NaN,2951
85.27,329.92,2952,NaN,NaN,2952
85.27,329.92,2953,NaN,NaN,2953
85.27,329.92,2954,NaN,NaN,2954
85.27,329.92,2955,NaN,NaN,2955
85.27,329.92,2956,NaN,NaN,2956
85.27,329.92,2957,NaN,NaN,2957
85.27,329.92,2958,NaN,NaN,2958
85.27,329.92,2959,NaN,NaN,2959
85.27,329.92,2960,NaN,NaN,2960
85.27,329.92,2961,NaN,NaN,2961
85.27,329.92,2962,NaN,NaN,2962
85.27,329.92,2963,NaN,NaN,2963
85.27,329.92,2964,NaN,NaN,2964
85.27,329.92,2965,NaN,NaN,2965
85.27,329.92,2966,NaN,NaN,2966
85.27,329.92,2967,NaN,NaN,2967
85.27,329.92,2968,NaN,NaN,2968
85.27,329.92,2969,NaN,NaN,2969
85.27,329.92,2970,NaN,NaN,2970
85.27,329.92,2971,NaN,NaN,2971
85.27,329.92,2972,NaN,NaN,2972
85.27,329.92,2973,NaN,NaN,2973
85.27,329.92,2974,NaN,NaN,2974
85.27,329.92,2975,NaN,NaN,2975
85.27,329.92,2976,NaN,NaN,2976
85.27,329.92,2977,NaN,NaN,2977
85.27,329.92,2978,NaN,NaN,2978
85.27,329.92,2979,NaN,NaN,2979
85.27,329.92,2980,NaN,NaN,2980
85.27,329.92,2981,NaN,NaN,2981
85.27,329.92,2982,NaN,NaN,2982
85.27,329.92,2983,NaN,NaN,2983
85.27,329.92,2984,NaN,NaN,2984
85.263,329.83,2985,NaN,NaN,2985
85.263,329.83,2986,NaN,NaN,2986
85.263,329.83,2987,NaN,NaN,2987
85.263,329.83,2988,NaN,NaN,2988
85.263,329.83,2989,NaN,NaN,2989
85.263,329.83,2990,NaN,NaN,2990
85.263,329.83,2991,NaN,NaN,2991
85.263,329.83,2992,NaN,NaN,2992
85.263,329.83,2993,NaN,NaN,2993
85.263,329.83,2994,NaN,NaN,2994
85.263,329.83,2995,NaN,NaN,2995
85.263,329.83,2996,NaN,NaN,2996
85.263,329.83,2997,NaN,NaN,2997
85.263,329.83,2998,NaN,NaN,2998
85.263,329.83,2999,NaN,NaN,2999
85.263,329.83,3000,NaN,NaN,3000
85.227,330.01,3001,NaN,NaN,3001
85.227,330.01,3002,NaN,NaN,3002
85.227,330.01,3003,NaN,NaN,3003
85.227,330.01,3004,NaN,NaN,3004
85.227,330.01,3005,NaN,NaN,3005
85.227,330.01,3006,NaN,NaN,3006
85.227,330.01,3007,NaN,NaN,3007
85.227,330.01,3008,NaN,NaN,3008
85.227,330.01,3009,NaN,NaN,3009
85.227,330.01,3010,NaN,NaN,3010
85.227,330.01,3011,NaN,NaN,3011
85.227,330.01,3012,NaN,NaN,3012
85.227,330.01,3013,NaN,NaN,3013
85.227,330.01,3014,NaN,NaN,3014
85.227,330.01,3015,NaN,NaN,3015
85.227,330.01,3016,NaN,NaN,3016
85.227,330.01,3017,NaN,NaN,3017
85.227,330.01,3018,NaN,NaN,3018
85.227,330.01,3019,NaN,NaN,3019
85.227,330.01,3020,NaN,NaN,3020
85.227,330.01,3021,NaN,NaN,3021
85.227,330.01,3022,NaN,NaN,3022
85.227,330.01,3023,NaN,NaN,3023
85.227,330.01,3024,NaN,NaN,3024
85.227,330.01,3025,NaN,NaN,3025
85.227,330.01,3026,NaN,NaN,3026
85.227,330.01,3027,NaN,NaN,3027
85.227,330.01,3028,NaN,NaN,3028
85.227,330.01,3029,NaN,NaN,3029
85.227,330.01,3030,NaN,NaN,3030
85.227,330.01,3031,NaN,NaN,3031
85.227,330.01,3032,NaN,NaN,3032
85.227,330.01,3033,NaN,NaN,3033
85.227,330.01,3034,NaN,NaN,3034
85.227,330.01,3035,NaN,NaN,3035
85.227,330.01,3036,NaN,NaN,3036
85.227,330.01,3037,NaN,NaN,3037
85.227,330.01,3038,NaN,NaN,3038
85.227,330.01,3039,NaN,NaN,3039
85.227,330.01,3040,NaN,NaN,3040
85.227,330.01,3041,NaN,NaN,3041
85.227,330.01,3042,NaN,NaN,3042
85.227,330.01,3043,NaN,NaN,3043
85.227,330.01,3044,NaN,NaN,3044
85.227,330.01,3045,NaN,NaN,3045
85.227,330.01,3046,NaN,NaN,3046
85.227,330.01,3047,NaN,NaN,3047
85.227,330.01,3048,NaN,NaN,3048
85.227,330.01,3049,NaN,NaN,3049
85.227,330.01,3050,NaN,NaN,3050
85.227,330.01,3051,NaN,NaN,3051
85.227,330.01,3052,NaN,NaN,3052
85.227,330.01,3053,NaN,NaN,3053
85.227,330.01,3054,NaN,NaN,3054
85.227,330.01,3055,NaN,NaN,3055
85.227,330.01,3056,NaN,NaN,3056
85.227,330.01,3057,NaN,NaN,3057
85.227,330.01,3058,NaN,NaN,3058
85.227,330.01,3059,NaN,NaN,3059
85.227,330.01,3060,NaN,NaN,3060
85.227,330.01,3061,NaN,NaN,3061
85.227,330.01,3062,NaN,NaN,3062
85.227,330.01,3063,NaN,NaN,3063
85.227,330.01,3064,NaN,NaN,3064
85.227,330.01,3065,NaN,NaN,3065
85.227,330.01,3066,NaN,NaN,3066
85.227,330.01,3067,NaN,NaN,3067
85.227,330.01,3068,NaN,NaN,3068
85.227,330.01,3069,NaN,NaN,3069
85.227,330.01,3070,NaN,NaN,3070
85.227,330.01,3071,NaN,NaN,3071
85.227,330.01,3072,NaN,NaN,3072
85.227,330.01,3073,NaN,NaN,3073
85.227,330.01,3074,NaN,NaN,3074
85.227,330.01,3075,NaN,NaN,3075
85.227,330.01,3076,NaN,NaN,3076
85.227,330.01,3077,NaN,NaN,3077
85.227,330.01,3078,NaN,NaN,3078
85.227,330.01,3079,NaN,NaN,3079
85.227,330.01,3080,NaN,NaN,3080
85.227,330.01,3081,NaN,NaN,3081
85.227,330.01,3082,NaN,NaN,3082
85.227,330.01,3083,NaN,NaN,3083
85.227,330.01,3084,NaN,NaN,3084
85.227,330.01,3085,NaN,NaN,3085
85.227,330.01,3086,NaN,NaN,3086
85.227,330.01,3087,NaN,NaN,3087
85.227,330.01,3088,NaN,NaN,3088
85.227,330.01,3089,NaN,NaN,3089
85.227,330.01,3090,NaN,NaN,3090
85.227,330.01,3091,NaN,NaN,3091
85.227,330.01,3092,NaN,NaN,3092
85.227,330.01,3093,NaN,NaN,3093
85.227,330.01,3094,NaN,NaN,3094
85.227,330.01,3095,NaN,NaN,3095
85.227,330.01,3096,NaN,NaN,3096
85.227,330.01,3097,NaN,NaN,3097
85.227,330.01,3098,NaN,NaN,3098
85.227,330.01,3099,NaN,NaN,3099
85.227,330.01,3100,NaN,NaN,3100
85.227,330.01,3101,NaN,NaN,3101
85.227,330.01,3102,NaN,NaN,3102
85.227,330.01,3103,NaN,NaN,3103
85.227,330.01,3104,NaN,NaN,3104
85.227,330.01,3105,NaN,NaN,3105
85.227,330.01,3106,NaN,NaN,3106
85.227,330.01,3107,NaN,NaN,3107
85.227,330.01,3108,NaN,NaN,3108
85.227,330.01,3109,NaN,NaN,3109
85.227,330.01,3110,NaN,NaN,3110
85.227,330.01,3111,NaN,NaN,3111
85.227,330.01,3112,NaN,NaN,3112
85.227,330.01,3113,NaN,NaN,3113
85.227,330.01,3114,NaN,NaN,3114
85.227,330.01,3115,NaN,NaN,3115
85.227,330.01,3116,NaN,NaN,3116
85.227,330.01,3117,NaN,NaN,3117
85.227,330.01,3118,NaN,NaN,3118
85.227,330.01,3119,NaN,NaN,3119
85.227,330.01,3120,NaN,NaN,3120
85.227,330.01,3121,NaN,NaN,3121
85.227,330.01,3122,NaN,NaN,3122
85.227,330.01,3123,NaN,NaN,3123
85.227,330.01,3124,NaN,NaN,3124
85.227,330.01,3125,NaN,NaN,3125
85.227,330.01,3126,NaN,NaN,3126
85.227,330.01,3127,NaN,NaN,3127
85.227,330.01,3128,NaN,NaN,3128
85.227,330.01,3129,NaN,NaN,3129
85.227,330.01,3130,NaN,NaN,3130
85.227,330.01,3131,NaN,NaN,3131
85.227,330.01,3132,NaN,NaN,3132
85.227,330.01,3133,NaN,NaN,3133
85.227,330.01,3134,NaN,NaN,3134
85.227,330.01,3135,NaN,NaN,3135
85.227,330.01,3136,NaN,NaN,3136
85.227,330.01,3137,NaN,NaN,3137
85.227,330.01,3138,NaN,NaN,3138
85.227,330.01,3139,NaN,NaN,3139
85.227,330.01,3140,NaN,NaN,3140
85.227,330.01,3141,NaN,NaN,3141
85.227,330.01,3142,NaN,NaN,3142
85.227,330.01,3143,NaN,NaN,3143
85.227,330.01,3144,NaN,NaN,3144
85.227,330.01,3145,NaN,NaN,3145
85.227,330.01,3146,NaN,NaN,3146
85.227,330.01,3147,NaN,NaN,3147
85.227,330.01,3148,NaN,NaN,3148
85.227,330.01,3149,NaN,NaN,3149
85.227,330.01,3150,NaN,NaN,3150
85.303,329.94,3151,NaN,NaN,3151
85.303,329.94,3152,NaN,NaN,3152
85.303,329.94,3153,NaN,NaN,3153
85.303,329.94,3154,NaN,NaN,3154
85.303,329.94,3155,NaN,NaN,3155
85.303,329.94,3156,NaN,NaN,3156
85.303,329.94,3157,NaN,NaN,3157
85.303,329.94,3158,NaN,NaN,3158
85.303,329.94,3159,NaN,NaN,3159
85.303,329.94,3160,NaN,NaN,3160
85.303,329.94,3161,NaN,NaN,3161
85.303,329.94,3162,NaN,NaN,3162
85.303,329.94,3163,NaN,NaN,3163
85.303,329.94,3164,NaN,NaN,3164
85.303,329.94,3165,NaN,NaN,3165
85.303,329.94,3166,NaN,NaN,3166
85.303,329.94,3167,NaN,NaN,3167
85.303,329.94,3168,NaN,NaN,3168
85.303,329.94,3169,NaN,NaN,3169
85.303,329.94,3170,NaN,NaN,3170
85.303,329.94,3171,NaN,NaN,3171
85.303,329.94,3172,NaN,NaN,3172
85.303,329.94,3173,NaN,NaN,3173
85.303,329.94,3174,NaN,NaN,3174
85.303,329.94,3175,NaN,NaN,3175
85.303,329.94,3176,NaN,NaN,3176
85.303,329.94,3177,NaN,NaN,3177
85.303,329.94,3178,NaN,NaN,3178
85.303,329.94,3179,NaN,NaN,3179
85.303,329.94,3180,NaN,NaN,3180
85.303,329.94,3181,NaN,NaN,3181
85.303,329.94,3182,NaN,NaN,3182
85.303,329.94,3183,NaN,NaN,3183
85.303,329.94,3184,NaN,NaN,3184
85.303,329.94,3185,NaN,NaN,3185
85.303,329.94,3186,NaN,NaN,3186
85.303,329.94,3187,NaN,NaN,3187
85.303,329.94,3188,NaN,NaN,3188
85.303,329.94,3189,NaN,NaN,3189
85.303,329.94,3190,NaN,NaN,3190
85.303,329.94,3191,NaN,NaN,3191
85.303,329.94,3192,NaN,NaN,3192
85.303,329.94,3193,NaN,NaN,3193
85.303,329.94,3194,NaN,NaN,3194
85.303,329.94,3195,NaN,NaN,3195
85.303,329.94,3196,NaN,NaN,3196
85.303,329.94,3197,NaN,NaN,3197
85.303,329.94,3198,NaN,NaN,3198
85.303,329.94,3199,NaN,NaN,3199
85.303,329.94,3200,NaN,NaN,3200
85.303,329.94,3201,NaN,NaN,3201
85.303,329.94,3202,NaN,NaN,3202
85.303,329.94,3203,NaN,NaN,3203
85.303,329.94,3204,NaN,NaN,3204
85.303,329.94,3205,NaN,NaN,3205
85.303,329.94,3206,NaN,NaN,3206
85.303,329.94,3207,NaN,NaN,3207
85.303,329.94,3208,NaN,NaN,3208
85.303,329.94,3209,NaN,NaN,3209
85.303,329.94,3210,NaN,NaN,3210
85.303,329.94,3211,NaN,NaN,3211
85.303,329.94,3212,NaN,NaN,3212
85.303,329.94,3213,NaN,NaN,3213
85.303,329.94,3214,NaN,NaN,3214
85.303,329.94,3215,NaN,NaN,3215
85.303,329.94,3216,NaN,NaN,3216
85.303,329.94,3217,NaN,NaN,3217
85.303,329.94,3218,NaN,NaN,3218
85.303,329.94,3219,NaN,NaN,3219
85.303,329.94,3220,NaN,NaN,3220
85.303,329.94,3221,NaN,NaN,3221
85.303,329.94,3222,NaN,NaN,3222
85.303,329.94,3223,NaN,NaN,3223
85.303,329.94,3224,NaN,NaN,3224
85.303,329.94,3225,NaN,NaN,3225
85.303,329.94,3226,NaN,NaN,3226
85.303,329.94,3227,NaN,NaN,3227
85.303,329.94,3228,NaN,NaN,3228
85.303,329.94,3229,NaN,NaN,3229
85.303,329.94,3230,NaN,NaN,3230
85.303,329.94,3231,NaN,NaN,3231
85.303,329.94,3232,NaN,NaN,3232
85.303,329.94,3233,NaN,NaN,3233
85.303,329.94,3234,NaN,NaN,3234
85.303,329.94,3235,NaN,NaN,3235
85.303,329.94,3236,NaN,NaN,3236
85.303,329.94,3237,NaN,NaN,3237
85.303,329.94,3238,NaN,NaN,3238
85.303,329.94,3239,NaN,NaN,3239
85.303,329.94,3240,NaN,NaN,3240
85.303,329.94,3241,NaN,NaN,3241
85.303,329.94,3242,NaN,NaN,3242
85.303,329.94,3243,NaN,NaN,3243
85.303,329.94,3244,NaN,NaN,3244
85.303,329.94,3245,NaN,NaN,3245
85.303,329.94,3246,NaN,NaN,3246
85.303,329.94,3247,NaN,NaN,3247
85.303,329.94,3248,NaN,NaN,3248
85.303,329.94,3249,NaN,NaN,3249
85.303,329.94,3250,NaN,NaN,3250
85.303,329.94,3251,NaN,NaN,3251
85.303,329.94,3252,NaN,NaN,3252
85.303,329.94,3253,NaN,NaN,3253
85.303,329.94,3254,NaN,NaN,3254
85.303,329.94,3255,NaN,NaN,3255
85.303,329.94,3256,NaN,NaN,3256
85.303,329.94,3257,NaN,NaN,3257
85.303,329.94,3258,NaN,NaN,3258
85.303,329.94,3259,NaN,NaN,3259
85.303,329.94,3260,NaN,NaN,3260
85.303,329.94,3261,NaN,NaN,3261
85.303,329.94,3262,NaN,NaN,3262
85.303,329.94,3263,NaN,NaN,3263
85.303,329.94,3264,NaN,NaN,3264
85.303,329.94,3265,NaN,NaN,3265
85.303,329.94,3266,NaN,NaN,3266
85.303,329.94,3267,NaN,NaN,3267
85.303,329.94,3268,NaN,NaN,3268
85.303,329.94,3269,NaN,NaN,3269
85.303,329.94,3270,NaN,NaN,3270
85.303,329.94,3271,NaN,NaN,3271
85.303,329.94,3272,NaN,NaN,3272
85.303,329.94,3273,NaN,NaN,3273
85.303,329.94,3274,NaN,NaN,3274
85.303,329.94,3275,NaN,NaN,3275
85.303,329.94,3276,NaN,NaN,3276
85.303,329.94,3277,NaN,NaN,3277
85.303,329.94,3278,NaN,NaN,3278
85.303,329.94,3279,NaN,NaN,3279
85.303,329.94,3280,NaN,NaN,3280
85.303,329.94,3281,NaN,NaN,3281
85.303,329.94,3282,NaN,NaN,3282
85.303,329.94,3283,NaN,NaN,3283
85.303,329.94,3284,NaN,NaN,3284
85.303,329.94,3285,NaN,NaN,3285
85.303,329.94,3286,NaN,NaN,3286
85.303,329.94,3287,NaN,NaN,3287
85.303,329.94,3288,NaN,NaN,3288
85.303,329.94,3289,NaN,NaN,3289
